OverallQual,Neighborhood_encoded,GrLivArea,TotalBsmtSF,GarageArea,YearBuilt,GarageCars,1stFlrSF,MSSubClass_encoded,FullBath,GarageYrBlt,ExterQual_TA,YearRemodAdd,KitchenQual_TA,ExterQual_Gd,TotRmsAbvGrd,2ndFlrSF,KitchenQual_Gd,Exterior2nd_encoded,Foundation_PConc,FireplaceQu_None,Fireplaces,BsmtQual_TA,LotArea,BsmtFinSF1,BsmtQual_Gd,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,BsmtQual_Ex,BsmtUnfSF,GarageType_Attchd,GarageType_Detchd,GarageFinish_Fin,OverallCond,Foundation_CBlock,WoodDeckSF,GarageFinish_RFn,BsmtFinType1_GLQ,KitchenQual_Ex,MSZoning_RM,MasVnrArea,HalfBath,HeatingQC_TA,LotShape_Reg,CentralAir_Y,MasVnrType_None,SaleType_New,SaleCondition_Partial
4,156370.3674584998,845,845,360,1982,2,845,185223.20977053,1,1987.0,1.0,2006,1.0,0.0,4,0,0.0,168130.415463841,0.0,1.0,0,1.0,7599,565,0.0,1.0,0,163093.5197072826,0.0,0.0,280,0.0,1.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1718,832,427,1998,2,885,239909.0510660367,2,1998.0,1.0,1998,1.0,0.0,7,833,0.0,214512.41271653058,1.0,0.0,1,0.0,10141,0,1.0,0.0,94,213810.05460707544,0.0,0.0,832,1.0,0.0,1.0,5,0.0,0,0.0,0.0,0.0,0.0,40.0,1,0.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1086,1086,490,1954,2,1086,185223.20977053,1,1989.0,1.0,2003,1.0,0.0,6,0,0.0,148419.07240851008,0.0,1.0,0,1.0,10200,320,0.0,1.0,0,149871.79960697473,0.0,0.0,404,1.0,0.0,0.0,7,1.0,0,0.0,0.0,0.0,0.0,104.0,0,0.0,1.0,1.0,0.0,0.0,0.0
3,128318.41942542572,1605,840,379,1915,1,840,143355.16004825375,2,1915.0,0.0,1950,1.0,1.0,8,765,0.0,214512.41271653058,0.0,1.0,0,0.0,5790,0,0.0,1.0,0,213810.05460707544,0.0,0.0,840,0.0,1.0,0.0,6,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
4,99534.07435803434,988,462,297,1973,1,526,109448.21770826844,1,1973.0,1.0,1973,1.0,0.0,5,462,0.0,229930.4996504683,0.0,1.0,0,0.0,1596,462,1.0,1.0,101,231524.77253199657,0.0,0.0,0,0.0,0.0,0.0,5,1.0,120,0.0,1.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
4,145878.23747317135,952,952,283,1956,1,952,185223.20977053,1,1956.0,1.0,1956,1.0,0.0,4,0,0.0,214512.41271653058,0.0,1.0,0,1.0,8475,228,0.0,1.0,0,213810.05460707544,1.0,0.0,724,0.0,1.0,0.0,7,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,125026.82266251187,1285,672,240,1948,1,1072,143355.16004825375,1,1948.0,1.0,2001,1.0,0.0,6,213,0.0,148419.07240851008,0.0,1.0,0,1.0,8635,336,0.0,1.0,0,149871.79960697473,0.0,0.0,295,0.0,1.0,0.0,5,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
4,136912.1034900026,1768,1768,0,1968,0,1768,133722.64519076995,2,0.0,1.0,1968,1.0,0.0,8,0,0.0,167674.37296794492,0.0,1.0,0,1.0,10778,0,0.0,0.0,0,163093.5197072826,0.0,0.0,1768,0.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
5,128318.41942542572,1230,440,440,1910,2,682,143355.16004825375,1,1966.0,1.0,1981,1.0,0.0,5,548,0.0,148419.07240851008,1.0,1.0,0,1.0,10440,0,0.0,1.0,0,149871.79960697473,0.0,0.0,440,0.0,1.0,0.0,6,0.0,74,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
6,145878.23747317135,2142,896,509,1968,1,1182,239909.0510660367,2,1968.0,1.0,1968,0.0,0.0,8,960,1.0,214512.41271653058,0.0,0.0,1,0.0,13000,448,1.0,0.0,72,213810.05460707544,0.0,0.0,448,1.0,0.0,1.0,6,1.0,0,0.0,0.0,0.0,0.0,576.0,1,1.0,1.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1337,1237,405,1998,2,1337,200733.55595135537,2,1998.0,1.0,1998,1.0,0.0,5,0,0.0,214512.41271653058,1.0,1.0,0,0.0,4500,1201,0.0,0.0,199,213810.05460707544,1.0,1.0,36,1.0,0.0,1.0,5,0.0,0,0.0,1.0,0.0,1.0,443.0,0,0.0,1.0,1.0,0.0,0.0,0.0
8,225276.7062524152,1563,1563,758,2007,3,1563,185223.20977053,2,2007.0,1.0,2007,0.0,0.0,6,0,1.0,214512.41271653058,1.0,0.0,1,0.0,10206,33,1.0,0.0,99,213810.05460707544,1.0,0.0,1530,1.0,0.0,0.0,5,0.0,144,1.0,1.0,0.0,0.0,468.0,0,0.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1065,1065,461,1960,2,1065,185223.20977053,1,1974.0,1.0,1960,1.0,0.0,6,0,0.0,149832.2365964435,0.0,1.0,0,1.0,8892,0,0.0,1.0,0,149450.79509063665,0.0,0.0,1065,0.0,1.0,0.0,5,1.0,74,0.0,0.0,0.0,0.0,66.0,1,0.0,0.0,1.0,0.0,0.0,0.0
7,192824.3949363408,1474,384,400,1995,2,804,169814.79159017815,2,1995.0,1.0,1996,1.0,0.0,7,670,0.0,167674.37296794492,1.0,0.0,1,0.0,8530,0,1.0,0.0,72,163093.5197072826,0.0,0.0,384,0.0,0.0,1.0,5,0.0,120,0.0,0.0,0.0,0.0,22.0,1,0.0,0.0,1.0,0.0,0.0,0.0
8,334545.9727902473,2417,1288,462,1991,2,1301,239909.0510660367,2,1991.0,0.0,1992,0.0,1.0,9,1116,1.0,167674.37296794492,0.0,0.0,1,0.0,16059,0,1.0,1.0,82,163093.5197072826,1.0,0.0,1288,1.0,0.0,0.0,5,1.0,127,0.0,0.0,0.0,0.0,284.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,192824.3949363408,1560,684,400,2005,2,684,239909.0510660367,2,2005.0,0.0,2005,0.0,1.0,6,876,1.0,214512.41271653058,1.0,0.0,1,0.0,11911,0,1.0,0.0,38,213810.05460707544,1.0,0.0,684,0.0,0.0,1.0,5,0.0,100,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,225276.7062524152,1224,612,528,2009,2,612,138781.1879581992,2,2009.0,0.0,2009,0.0,1.0,4,612,1.0,214512.41271653058,1.0,1.0,0,0.0,3951,0,1.0,0.0,234,213810.05460707544,1.0,0.0,612,0.0,1.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,76.0,1,0.0,1.0,1.0,0.0,1.0,1.0
3,100558.22792898362,1526,1013,0,1915,0,1013,143355.16004825375,1,0.0,0.0,1982,0.0,0.0,6,0,0.0,168130.415463841,0.0,1.0,0,1.0,8470,0,0.0,0.0,0,175951.59962068568,0.0,0.0,1013,0.0,0.0,0.0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
4,197943.08974006787,990,990,0,1994,0,990,185223.20977053,1,0.0,1.0,1995,1.0,0.0,5,0,0.0,214512.41271653058,1.0,1.0,0,0.0,8070,588,1.0,0.0,0,213810.05460707544,1.0,0.0,402,0.0,0.0,0.0,5,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
4,145878.23747317135,1040,0,420,1950,2,1040,185223.20977053,1,1950.0,1.0,1950,1.0,0.0,4,0,0.0,148419.07240851008,0.0,1.0,0,0.0,7200,0,0.0,1.0,29,194518.646991199,0.0,0.0,0,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1235,1235,480,1961,2,1235,185223.20977053,1,1961.0,1.0,1961,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,1.0,8500,600,0.0,1.0,0,163093.5197072826,0.0,0.0,635,1.0,0.0,0.0,3,1.0,0,0.0,0.0,0.0,0.0,203.0,0,1.0,1.0,1.0,0.0,0.0,0.0
5,210508.73201090217,964,876,432,1921,2,964,96075.68033176576,1,1921.0,1.0,2006,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,0.0,13360,713,1.0,1.0,0,149871.79960697473,1.0,0.0,163,0.0,1.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,128318.41942542572,2291,1214,506,1910,2,1260,129953.18142245663,2,1900.0,1.0,1998,1.0,0.0,9,1031,0.0,149832.2365964435,0.0,0.0,1,1.0,7200,1046,0.0,1.0,0,149450.79509063665,1.0,0.0,168,0.0,1.0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
6,197943.08974006787,1786,824,684,1997,2,905,239909.0510660367,2,1997.0,1.0,1997,0.0,0.0,7,881,1.0,214512.41271653058,1.0,1.0,0,0.0,9337,648,1.0,0.0,162,213810.05460707544,1.0,0.0,176,1.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,192824.3949363408,1470,680,420,1993,2,680,239909.0510660367,2,1993.0,0.0,1993,1.0,0.0,6,790,0.0,214512.41271653058,1.0,0.0,1,0.0,9765,310,1.0,0.0,63,213810.05460707544,0.0,0.0,370,0.0,0.0,1.0,8,0.0,232,0.0,0.0,0.0,0.0,68.0,1,0.0,0.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1588,1588,472,1999,2,1588,185223.20977053,2,1999.0,0.0,1999,0.0,1.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,10264,1162,1.0,0.0,29,213810.05460707544,1.0,0.0,426,1.0,0.0,0.0,5,0.0,158,1.0,0.0,0.0,0.0,183.0,0,0.0,0.0,1.0,0.0,0.0,0.0
4,128324.91096764662,960,960,432,1965,1,960,185223.20977053,1,1965.0,1.0,1965,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,1.0,10921,520,0.0,0.0,0,163093.5197072826,0.0,0.0,440,1.0,0.0,1.0,5,1.0,120,0.0,0.0,0.0,0.0,48.0,0,1.0,1.0,1.0,0.0,0.0,0.0
5,128324.91096764662,835,458,366,1920,1,835,96075.68033176576,1,1920.0,1.0,1950,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,1.0,10625,108,0.0,1.0,0,149871.79960697473,0.0,0.0,350,0.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
4,145878.23747317135,1225,950,0,1959,0,1225,185223.20977053,1,0.0,1.0,1959,1.0,0.0,6,0,0.0,168130.415463841,0.0,1.0,0,1.0,9320,569,0.0,0.0,0,175951.59962068568,0.0,0.0,381,0.0,0.0,0.0,5,1.0,352,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1610,1610,480,1977,2,1610,185223.20977053,2,1977.0,1.0,2001,0.0,0.0,6,0,1.0,168130.415463841,1.0,0.0,2,1.0,10603,1200,0.0,0.0,68,175951.59962068568,0.0,0.0,410,1.0,0.0,0.0,7,0.0,168,1.0,0.0,0.0,0.0,28.0,0,0.0,0.0,1.0,0.0,0.0,0.0
6,186536.79187429376,1732,741,476,1985,2,977,239909.0510660367,2,1985.0,0.0,1985,0.0,1.0,7,755,1.0,167674.37296794492,0.0,0.0,1,0.0,9206,0,1.0,0.0,46,163093.5197072826,0.0,0.0,741,1.0,0.0,1.0,5,1.0,192,0.0,0.0,0.0,0.0,336.0,1,1.0,1.0,1.0,0.0,0.0,0.0
5,186536.79187429376,1535,0,410,1979,2,1535,133722.64519076995,2,1979.0,1.0,1979,1.0,0.0,8,0,0.0,167674.37296794492,0.0,1.0,0,0.0,7018,0,0.0,1.0,0,163093.5197072826,0.0,0.0,0,1.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1226,1226,740,2009,3,1226,185223.20977053,2,2009.0,1.0,2009,0.0,0.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,10402,0,1.0,0.0,36,213810.05460707544,1.0,0.0,1226,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,100558.22792898362,1818,1040,240,1931,1,1226,143355.16004825375,1,1951.0,1.0,1950,1.0,0.0,7,592,0.0,156096.18621977826,1.0,0.0,2,1.0,7758,224,0.0,1.0,0,163132.3840856425,1.0,0.0,816,0.0,1.0,0.0,4,0.0,0,0.0,0.0,0.0,1.0,600.0,1,0.0,1.0,1.0,0.0,0.0,0.0
8,225276.7062524152,1992,1053,648,2003,2,1053,239909.0510660367,2,2003.0,0.0,2004,0.0,1.0,9,939,1.0,214512.41271653058,1.0,0.0,1,0.0,9375,0,0.0,0.0,45,213810.05460707544,1.0,1.0,1053,1.0,0.0,0.0,5,0.0,140,1.0,0.0,0.0,0.0,768.0,1,0.0,1.0,1.0,0.0,0.0,0.0
4,128318.41942542572,1047,641,273,1885,1,1047,96075.68033176576,1,1954.0,1.0,1995,1.0,0.0,6,0,0.0,214512.41271653058,0.0,1.0,0,0.0,10800,0,0.0,1.0,0,213810.05460707544,0.0,0.0,641,0.0,1.0,0.0,7,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,128318.41942542572,789,789,250,1948,1,789,185223.20977053,1,1948.0,1.0,1950,1.0,0.0,5,0,0.0,214512.41271653058,0.0,1.0,0,1.0,6000,104,0.0,1.0,0,213810.05460707544,1.0,0.0,516,0.0,1.0,0.0,5,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0
5,100558.22792898362,1517,793,0,1919,0,997,143355.16004825375,2,0.0,1.0,2005,0.0,0.0,7,520,0.0,229930.4996504683,0.0,1.0,0,1.0,8500,0,0.0,0.0,0,231524.77253199657,0.0,0.0,793,0.0,0.0,0.0,7,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
6,189027.88359232503,1844,1844,546,1977,2,1844,185223.20977053,2,1977.0,1.0,1977,1.0,0.0,7,0,0.0,168130.415463841,0.0,0.0,1,0.0,11751,705,1.0,0.0,122,175951.59962068568,1.0,0.0,1139,1.0,0.0,0.0,6,1.0,0,1.0,0.0,0.0,0.0,480.0,0,0.0,0.0,1.0,0.0,0.0,0.0
6,128324.91096764662,1855,994,325,1954,1,1216,143355.16004825375,2,1954.0,1.0,1972,1.0,0.0,7,639,0.0,148419.07240851008,0.0,1.0,0,1.0,9525,444,0.0,1.0,0,149871.79960697473,0.0,0.0,550,1.0,0.0,0.0,4,1.0,182,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1430,384,400,2000,2,774,169814.79159017815,2,2000.0,1.0,2000,1.0,0.0,7,656,0.0,214512.41271653058,1.0,0.0,1,0.0,7750,250,1.0,0.0,0,213810.05460707544,1.0,0.0,134,0.0,0.0,1.0,5,0.0,180,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,2696,1264,792,2007,3,1282,239909.0510660367,2,2007.0,0.0,2007,0.0,1.0,10,1414,0.0,214512.41271653058,1.0,0.0,1,0.0,9965,984,0.0,0.0,184,213810.05460707544,1.0,1.0,280,0.0,0.0,1.0,5,0.0,120,0.0,1.0,1.0,0.0,220.0,1,0.0,1.0,1.0,0.0,1.0,1.0
6,210508.73201090217,2259,1809,450,1953,2,2259,185223.20977053,2,1953.0,1.0,1953,0.0,0.0,7,0,1.0,148419.07240851008,0.0,0.0,2,0.0,21000,35,1.0,1.0,120,149871.79960697473,0.0,0.0,905,0.0,0.0,0.0,5,1.0,166,0.0,0.0,0.0,0.0,184.0,0,1.0,1.0,1.0,0.0,0.0,0.0
6,210508.73201090217,2320,1028,180,1945,1,1436,166819.45313884038,2,1945.0,1.0,2002,0.0,0.0,9,884,1.0,148419.07240851008,0.0,0.0,1,1.0,7259,774,0.0,1.0,0,149871.79960697473,1.0,0.0,104,0.0,1.0,0.0,8,1.0,224,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,225276.7062524152,1458,729,440,1999,2,729,138781.1879581992,2,1999.0,1.0,1999,1.0,0.0,5,729,0.0,149832.2365964435,1.0,0.0,1,0.0,3230,419,1.0,1.0,32,149450.79509063665,0.0,0.0,310,0.0,1.0,0.0,5,0.0,0,0.0,1.0,0.0,0.0,1129.0,1,0.0,1.0,1.0,0.0,0.0,0.0
5,136912.1034900026,1092,1092,288,1962,1,1092,185223.20977053,1,1962.0,1.0,1962,1.0,0.0,6,0,0.0,148419.07240851008,0.0,0.0,1,1.0,11616,170,0.0,1.0,20,149871.79960697473,0.0,0.0,252,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,116.0,0,1.0,1.0,1.0,0.0,0.0,0.0
5,128324.91096764662,1125,1125,430,2006,2,1125,185223.20977053,1,2007.0,1.0,2007,1.0,0.0,5,0,0.0,214512.41271653058,1.0,1.0,0,0.0,8536,0,1.0,1.0,64,213810.05460707544,0.0,0.0,1125,1.0,0.0,0.0,5,0.0,80,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
7,186536.79187429376,3222,1673,594,1990,3,1699,239909.0510660367,3,1990.0,1.0,1990,0.0,0.0,11,1523,1.0,168130.415463841,1.0,0.0,2,0.0,12376,1470,1.0,1.0,0,175951.59962068568,0.0,0.0,203,1.0,0.0,0.0,5,0.0,367,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1456,728,390,2005,2,728,239909.0510660367,2,2005.0,0.0,2006,0.0,1.0,8,728,1.0,214512.41271653058,1.0,0.0,1,0.0,8461,0,1.0,0.0,24,213810.05460707544,1.0,0.0,728,1.0,0.0,1.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
6,212341.06662972306,988,938,540,1969,2,988,169814.79159017815,1,1969.0,1.0,1969,1.0,0.0,4,0,0.0,168130.415463841,0.0,0.0,2,1.0,21453,938,0.0,1.0,130,175951.59962068568,1.0,0.0,0,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,100558.22792898362,1123,732,264,1939,1,772,143355.16004825375,1,1979.0,1.0,1950,1.0,0.0,4,351,0.0,114722.62767119757,1.0,1.0,0,1.0,6060,0,0.0,1.0,0,108113.71678010846,0.0,0.0,732,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1080,1080,288,1958,1,1080,185223.20977053,1,1958.0,1.0,1958,1.0,0.0,5,0,0.0,149832.2365964435,0.0,1.0,0,1.0,9464,570,0.0,1.0,0,149450.79509063665,0.0,0.0,510,1.0,0.0,0.0,7,1.0,0,0.0,0.0,0.0,0.0,135.0,0,0.0,1.0,1.0,0.0,0.0,0.0
6,186536.79187429376,1199,1199,530,1993,2,1199,200733.55595135537,2,1993.0,0.0,1993,0.0,1.0,5,0,1.0,168130.415463841,1.0,1.0,0,0.0,7892,300,1.0,0.0,63,175951.59962068568,1.0,0.0,899,1.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1586,1362,435,1979,2,1586,185223.20977053,2,1979.0,1.0,1998,1.0,0.0,7,0,0.0,167674.37296794492,0.0,0.0,1,0.0,17043,0,1.0,1.0,0,163093.5197072826,0.0,0.0,1362,1.0,0.0,0.0,5,1.0,192,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
6,100558.22792898362,754,520,0,1935,0,520,129953.18142245663,1,0.0,1.0,1982,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,1.0,6780,490,0.0,0.0,0,149871.79960697473,0.0,0.0,30,0.0,0.0,0.0,8,1.0,53,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
6,143525.66075632506,958,1078,440,1976,2,958,200733.55595135537,2,1977.0,1.0,1976,1.0,0.0,5,0,0.0,168130.415463841,0.0,0.0,1,0.0,4928,120,1.0,0.0,205,175951.59962068568,0.0,0.0,958,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
5,128318.41942542572,840,672,0,1930,0,840,109777.54745558939,1,0.0,1.0,1950,1.0,0.0,5,0,0.0,148419.07240851008,0.0,0.0,1,1.0,4388,116,0.0,0.0,0,150886.18621977826,1.0,0.0,556,0.0,0.0,0.0,7,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1348,660,453,1966,2,660,239909.0510660367,1,1966.0,1.0,1966,1.0,0.0,6,688,0.0,214512.41271653058,0.0,0.0,1,1.0,7590,512,0.0,0.0,108,213810.05460707544,0.0,0.0,148,1.0,0.0,0.0,5,1.0,188,1.0,0.0,0.0,0.0,266.0,1,1.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1053,1008,750,1958,2,1053,185223.20977053,1,1998.0,1.0,1991,0.0,0.0,6,0,0.0,168130.415463841,0.0,1.0,0,1.0,8973,567,0.0,0.0,80,175951.59962068568,0.0,0.0,413,0.0,0.0,0.0,7,1.0,0,1.0,0.0,1.0,0.0,85.0,1,1.0,1.0,1.0,0.0,0.0,0.0
7,145878.23747317135,2157,924,487,1966,2,1216,239909.0510660367,2,1966.0,1.0,1966,0.0,0.0,8,941,1.0,149832.2365964435,0.0,0.0,2,1.0,14200,445,0.0,0.0,66,149450.79509063665,1.0,0.0,479,1.0,0.0,1.0,6,1.0,105,0.0,0.0,0.0,0.0,309.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,192824.3949363408,2054,992,390,2000,2,1022,239909.0510660367,2,2000.0,0.0,2000,0.0,1.0,7,1032,1.0,214512.41271653058,1.0,0.0,1,0.0,12224,695,1.0,0.0,48,213810.05460707544,1.0,0.0,297,0.0,0.0,0.0,5,0.0,24,1.0,1.0,0.0,0.0,40.0,1,0.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1327,1063,624,1959,2,1327,185223.20977053,1,1974.0,1.0,2002,0.0,0.0,7,0,1.0,149832.2365964435,0.0,1.0,0,1.0,7388,405,0.0,1.0,0,149450.79509063665,0.0,0.0,658,0.0,1.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
8,243927.12577844597,1296,1267,471,2001,2,1296,185223.20977053,2,2001.0,0.0,2002,0.0,1.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,6853,1005,0.0,0.0,25,213810.05460707544,1.0,1.0,262,1.0,0.0,1.0,5,0.0,192,0.0,1.0,0.0,0.0,136.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,136912.1034900026,1721,1461,440,1968,2,1721,185223.20977053,2,1968.0,1.0,1993,1.0,0.0,7,0,0.0,168130.415463841,0.0,0.0,1,1.0,10335,570,0.0,0.0,96,175951.59962068568,0.0,0.0,891,1.0,0.0,0.0,6,1.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,189027.88359232503,1682,1304,530,1970,2,1682,185223.20977053,2,1970.0,1.0,1970,1.0,0.0,7,0,0.0,168130.415463841,1.0,0.0,1,1.0,10400,0,0.0,1.0,0,175951.59962068568,0.0,0.0,1304,1.0,0.0,0.0,6,0.0,98,0.0,0.0,0.0,0.0,288.0,0,0.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1214,1214,318,1967,1,1214,185223.20977053,2,1967.0,1.0,1967,1.0,0.0,5,0,0.0,149832.2365964435,0.0,0.0,1,1.0,10355,695,0.0,0.0,111,149450.79509063665,0.0,0.0,519,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,196.0,0,1.0,0.0,1.0,0.0,0.0,0.0
7,156370.3674584998,1959,1907,766,1988,3,1959,133722.64519076995,3,1989.0,1.0,1989,1.0,0.0,9,0,0.0,214512.41271653058,0.0,1.0,0,1.0,11070,0,0.0,1.0,0,213810.05460707544,0.0,0.0,1907,0.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,70.0,0,0.0,1.0,1.0,0.0,0.0,0.0
8,197943.08974006787,1852,1004,660,1999,3,1004,239909.0510660367,2,1999.0,0.0,2000,0.0,1.0,7,848,1.0,214512.41271653058,1.0,0.0,2,0.0,9066,668,1.0,0.0,106,213810.05460707544,1.0,0.0,336,1.0,0.0,1.0,5,0.0,224,0.0,1.0,0.0,0.0,320.0,1,0.0,0.0,1.0,0.0,0.0,0.0
6,197943.08974006787,1764,928,470,1997,2,928,239909.0510660367,2,1997.0,1.0,1997,0.0,0.0,7,836,1.0,214512.41271653058,1.0,1.0,0,0.0,15426,821,1.0,0.0,99,213810.05460707544,1.0,0.0,107,1.0,0.0,0.0,5,0.0,276,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
4,145878.23747317135,864,864,0,1971,0,864,185223.20977053,1,0.0,1.0,1971,1.0,0.0,5,0,0.0,167674.37296794492,0.0,0.0,1,1.0,10500,432,0.0,0.0,0,163093.5197072826,0.0,0.0,432,0.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1734,1734,660,2005,2,1734,185223.20977053,2,2005.0,0.0,2005,0.0,1.0,7,0,1.0,214512.41271653058,1.0,1.0,0,0.0,11645,1300,1.0,0.0,24,213810.05460707544,1.0,0.0,434,1.0,0.0,1.0,5,0.0,160,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1385,910,720,1952,2,910,143355.16004825375,2,2000.0,1.0,1952,1.0,0.0,6,475,0.0,148419.07240851008,0.0,1.0,0,1.0,8520,507,0.0,1.0,0,194518.646991199,0.0,0.0,403,0.0,1.0,0.0,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1501,1490,577,1999,2,1501,185223.20977053,2,1999.0,0.0,1999,0.0,1.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,10335,679,1.0,0.0,29,213810.05460707544,1.0,0.0,811,1.0,0.0,0.0,5,0.0,144,1.0,1.0,0.0,0.0,183.0,0,0.0,0.0,1.0,0.0,0.0,0.0
