OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,BsmtQual_Gd,Exterior2nd_encoded,LotArea,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,GarageType_Attchd,BsmtUnfSF,OverallCond,GarageFinish_Fin,BsmtQual_Ex,GarageType_Detchd,HeatingQC_TA,BsmtFinType1_GLQ,WoodDeckSF,KitchenQual_Ex,Foundation_CBlock,MSZoning_RM,FireplaceQu_Gd,HalfBath,MasVnrArea,GarageFinish_RFn,LotShape_Reg,MasVnrType_None,SaleCondition_Partial,SaleType_New
4,156370.3674584998,845,1982,845,360,2,845,185223.20977053,1.0,1987.0,1,2006,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,7599,565,1.0,0,163093.5197072826,0.0,0.0,280,6,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1718,1998,832,427,2,885,239909.0510660367,1.0,1998.0,2,1998,1.0,7,0.0,833,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,10141,0,0.0,94,213810.05460707544,0.0,1.0,832,5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,40.0,0.0,0.0,0.0,0.0,0.0
5,145878.23747317135,1086,1954,1086,490,2,1086,185223.20977053,1.0,1989.0,1,2003,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,10200,320,1.0,0,149871.79960697473,0.0,1.0,404,7,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,104.0,0.0,1.0,0.0,0.0,0.0
3,128318.41942542572,1605,1915,840,379,1,840,143355.16004825375,0.0,1915.0,2,1950,1.0,8,1.0,765,0.0,0.0,0.0,1.0,0,0.0,214512.41271653058,5790,0,1.0,0,213810.05460707544,0.0,0.0,840,6,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,99534.07435803434,988,1973,462,297,1,526,109448.21770826844,1.0,1973.0,1,1973,1.0,5,0.0,462,0.0,0.0,0.0,1.0,0,1.0,229930.4996504683,1596,462,1.0,101,231524.77253199657,0.0,0.0,0,5,0.0,0.0,0.0,1.0,1.0,120,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,145878.23747317135,952,1956,952,283,1,952,185223.20977053,1.0,1956.0,1,1956,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,8475,228,1.0,0,213810.05460707544,1.0,0.0,724,7,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
5,125026.82266251187,1285,1948,672,240,1,1072,143355.16004825375,1.0,1948.0,1,2001,1.0,6,0.0,213,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,8635,336,1.0,0,149871.79960697473,0.0,0.0,295,5,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,136912.1034900026,1768,1968,1768,0,0,1768,133722.64519076995,1.0,0.0,2,1968,1.0,8,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,10778,0,0.0,0,163093.5197072826,0.0,0.0,1768,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,128318.41942542572,1230,1910,440,440,2,682,143355.16004825375,1.0,1966.0,1,1981,1.0,5,0.0,548,1.0,0.0,1.0,1.0,0,0.0,148419.07240851008,10440,0,1.0,0,149871.79960697473,0.0,0.0,440,6,0.0,0.0,1.0,0.0,0.0,74,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,2142,1968,896,509,1,1182,239909.0510660367,1.0,1968.0,2,1968,0.0,8,0.0,960,0.0,1.0,0.0,0.0,1,1.0,214512.41271653058,13000,448,0.0,72,213810.05460707544,0.0,1.0,448,6,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,1,576.0,0.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1337,1998,1237,405,2,1337,200733.55595135537,1.0,1998.0,2,1998,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,0.0,214512.41271653058,4500,1201,0.0,199,213810.05460707544,1.0,1.0,36,5,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,443.0,0.0,1.0,0.0,0.0,0.0
8,225276.7062524152,1563,2007,1563,758,3,1563,185223.20977053,1.0,2007.0,2,2007,0.0,6,0.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,10206,33,0.0,99,213810.05460707544,1.0,1.0,1530,5,0.0,0.0,0.0,0.0,1.0,144,0.0,0.0,0.0,1.0,0,468.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1065,1960,1065,461,2,1065,185223.20977053,1.0,1974.0,1,1960,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,8892,0,1.0,0,149450.79509063665,0.0,0.0,1065,5,0.0,0.0,1.0,0.0,0.0,74,0.0,1.0,0.0,0.0,1,66.0,0.0,0.0,0.0,0.0,0.0
7,192824.3949363408,1474,1995,384,400,2,804,169814.79159017815,1.0,1995.0,2,1996,1.0,7,0.0,670,1.0,0.0,0.0,0.0,1,1.0,167674.37296794492,8530,0,0.0,72,163093.5197072826,0.0,0.0,384,5,1.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,1,22.0,0.0,0.0,0.0,0.0,0.0
8,334545.9727902473,2417,1991,1288,462,2,1301,239909.0510660367,0.0,1991.0,2,1992,0.0,9,1.0,1116,0.0,1.0,0.0,0.0,1,1.0,167674.37296794492,16059,0,1.0,82,163093.5197072826,1.0,1.0,1288,5,0.0,0.0,0.0,0.0,0.0,127,0.0,1.0,0.0,0.0,1,284.0,0.0,1.0,0.0,0.0,0.0
6,192824.3949363408,1560,2005,684,400,2,684,239909.0510660367,0.0,2005.0,2,2005,0.0,6,1.0,876,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,11911,0,0.0,38,213810.05460707544,1.0,0.0,684,5,1.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,225276.7062524152,1224,2009,612,528,2,612,138781.1879581992,0.0,2009.0,2,2009,0.0,4,1.0,612,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,3951,0,0.0,234,213810.05460707544,1.0,0.0,612,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,76.0,1.0,1.0,0.0,1.0,1.0
3,100558.22792898362,1526,1915,1013,0,0,1013,143355.16004825375,0.0,0.0,1,1982,0.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,8470,0,0.0,0,175951.59962068568,0.0,0.0,1013,2,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
4,197943.08974006787,990,1994,990,0,0,990,185223.20977053,1.0,0.0,1,1995,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,1.0,214512.41271653058,8070,588,0.0,0,213810.05460707544,1.0,0.0,402,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,145878.23747317135,1040,1950,0,420,2,1040,185223.20977053,1.0,1950.0,1,1950,1.0,4,0.0,0,0.0,0.0,0.0,1.0,0,0.0,148419.07240851008,7200,0,1.0,29,194518.646991199,0.0,0.0,0,5,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1235,1961,1235,480,2,1235,185223.20977053,1.0,1961.0,1,1961,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,8500,600,1.0,0,163093.5197072826,0.0,1.0,635,3,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,203.0,0.0,1.0,0.0,0.0,0.0
5,210508.73201090217,964,1921,876,432,2,964,96075.68033176576,1.0,1921.0,1,2006,1.0,5,0.0,0,0.0,0.0,0.0,1.0,0,1.0,148419.07240851008,13360,713,1.0,0,149871.79960697473,1.0,0.0,163,7,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,128318.41942542572,2291,1910,1214,506,2,1260,129953.18142245663,1.0,1900.0,2,1998,1.0,9,0.0,1031,0.0,0.0,1.0,0.0,1,0.0,149832.2365964435,7200,1046,1.0,0,149450.79509063665,1.0,0.0,168,6,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1786,1997,824,684,2,905,239909.0510660367,1.0,1997.0,2,1997,0.0,7,0.0,881,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,9337,648,0.0,162,213810.05460707544,1.0,1.0,176,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
6,192824.3949363408,1470,1993,680,420,2,680,239909.0510660367,0.0,1993.0,2,1993,1.0,6,0.0,790,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,9765,310,0.0,63,213810.05460707544,0.0,0.0,370,8,1.0,0.0,0.0,0.0,0.0,232,0.0,0.0,0.0,0.0,1,68.0,0.0,0.0,0.0,0.0,0.0
7,197943.08974006787,1588,1999,1588,472,2,1588,185223.20977053,0.0,1999.0,2,1999,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,10264,1162,0.0,29,213810.05460707544,1.0,1.0,426,5,0.0,0.0,0.0,0.0,0.0,158,0.0,0.0,0.0,0.0,0,183.0,1.0,0.0,0.0,0.0,0.0
4,128324.91096764662,960,1965,960,432,1,960,185223.20977053,1.0,1965.0,1,1965,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,10921,520,0.0,0,163093.5197072826,0.0,1.0,440,5,1.0,0.0,0.0,1.0,0.0,120,0.0,1.0,0.0,0.0,0,48.0,0.0,1.0,0.0,0.0,0.0
5,128324.91096764662,835,1920,458,366,1,835,96075.68033176576,1.0,1920.0,1,1950,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,10625,108,1.0,0,149871.79960697473,0.0,0.0,350,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,145878.23747317135,1225,1959,950,0,0,1225,185223.20977053,1.0,0.0,1,1959,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,9320,569,0.0,0,175951.59962068568,0.0,0.0,381,5,0.0,0.0,0.0,0.0,0.0,352,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,189027.88359232503,1610,1977,1610,480,2,1610,185223.20977053,1.0,1977.0,2,2001,0.0,6,0.0,0,1.0,1.0,1.0,0.0,2,0.0,168130.415463841,10603,1200,0.0,68,175951.59962068568,0.0,1.0,410,7,0.0,0.0,0.0,0.0,0.0,168,0.0,0.0,0.0,0.0,0,28.0,1.0,0.0,0.0,0.0,0.0
6,186536.79187429376,1732,1985,741,476,2,977,239909.0510660367,0.0,1985.0,2,1985,0.0,7,1.0,755,0.0,1.0,0.0,0.0,1,1.0,167674.37296794492,9206,0,0.0,46,163093.5197072826,0.0,1.0,741,5,1.0,0.0,0.0,1.0,0.0,192,0.0,1.0,0.0,0.0,1,336.0,0.0,1.0,0.0,0.0,0.0
5,186536.79187429376,1535,1979,0,410,2,1535,133722.64519076995,1.0,1979.0,2,1979,1.0,8,0.0,0,0.0,0.0,0.0,1.0,0,0.0,167674.37296794492,7018,0,1.0,0,163093.5197072826,0.0,1.0,0,5,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1226,2009,1226,740,3,1226,185223.20977053,1.0,2009.0,2,2009,0.0,6,0.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,10402,0,0.0,36,213810.05460707544,1.0,1.0,1226,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
7,100558.22792898362,1818,1931,1040,240,1,1226,143355.16004825375,1.0,1951.0,1,1950,1.0,7,0.0,592,1.0,0.0,1.0,0.0,2,0.0,156096.18621977826,7758,224,1.0,0,163132.3840856425,1.0,0.0,816,4,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,600.0,0.0,1.0,0.0,0.0,0.0
8,225276.7062524152,1992,2003,1053,648,2,1053,239909.0510660367,0.0,2003.0,2,2004,0.0,9,1.0,939,1.0,1.0,0.0,0.0,1,0.0,214512.41271653058,9375,0,0.0,45,213810.05460707544,1.0,1.0,1053,5,0.0,1.0,0.0,0.0,0.0,140,0.0,0.0,0.0,1.0,1,768.0,1.0,1.0,0.0,0.0,0.0
4,128318.41942542572,1047,1885,641,273,1,1047,96075.68033176576,1.0,1954.0,1,1995,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,0.0,214512.41271653058,10800,0,1.0,0,213810.05460707544,0.0,0.0,641,7,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,128318.41942542572,789,1948,789,250,1,789,185223.20977053,1.0,1948.0,1,1950,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,6000,104,1.0,0,213810.05460707544,1.0,0.0,516,5,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0
5,100558.22792898362,1517,1919,793,0,0,997,143355.16004825375,1.0,0.0,2,2005,0.0,7,0.0,520,0.0,0.0,1.0,1.0,0,0.0,229930.4996504683,8500,0,0.0,0,231524.77253199657,0.0,0.0,793,7,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1844,1977,1844,546,2,1844,185223.20977053,1.0,1977.0,2,1977,1.0,7,0.0,0,0.0,0.0,0.0,0.0,1,1.0,168130.415463841,11751,705,0.0,122,175951.59962068568,1.0,1.0,1139,6,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,480.0,1.0,0.0,0.0,0.0,0.0
6,128324.91096764662,1855,1954,994,325,1,1216,143355.16004825375,1.0,1954.0,2,1972,1.0,7,0.0,639,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,9525,444,1.0,0,149871.79960697473,0.0,1.0,550,4,0.0,0.0,0.0,0.0,0.0,182,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1430,2000,384,400,2,774,169814.79159017815,1.0,2000.0,2,2000,1.0,7,0.0,656,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,7750,250,0.0,0,213810.05460707544,1.0,0.0,134,5,1.0,0.0,0.0,0.0,1.0,180,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
7,197943.08974006787,2696,2007,1264,792,3,1282,239909.0510660367,0.0,2007.0,2,2007,0.0,10,1.0,1414,1.0,0.0,0.0,0.0,1,0.0,214512.41271653058,9965,984,0.0,184,213810.05460707544,1.0,0.0,280,5,1.0,1.0,0.0,0.0,1.0,120,1.0,0.0,0.0,1.0,1,220.0,0.0,1.0,0.0,1.0,1.0
6,210508.73201090217,2259,1953,1809,450,2,2259,185223.20977053,1.0,1953.0,2,1953,0.0,7,0.0,0,0.0,1.0,0.0,0.0,2,1.0,148419.07240851008,21000,35,1.0,120,149871.79960697473,0.0,0.0,905,5,0.0,0.0,0.0,1.0,0.0,166,0.0,1.0,0.0,1.0,0,184.0,0.0,1.0,0.0,0.0,0.0
6,210508.73201090217,2320,1945,1028,180,1,1436,166819.45313884038,1.0,1945.0,2,2002,0.0,9,0.0,884,0.0,1.0,1.0,0.0,1,0.0,148419.07240851008,7259,774,1.0,0,149871.79960697473,1.0,0.0,104,8,0.0,0.0,1.0,0.0,0.0,224,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,225276.7062524152,1458,1999,729,440,2,729,138781.1879581992,1.0,1999.0,2,1999,1.0,5,0.0,729,1.0,0.0,0.0,0.0,1,1.0,149832.2365964435,3230,419,1.0,32,149450.79509063665,0.0,0.0,310,5,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,1129.0,0.0,1.0,0.0,0.0,0.0
5,136912.1034900026,1092,1962,1092,288,1,1092,185223.20977053,1.0,1962.0,1,1962,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,11616,170,1.0,20,149871.79960697473,0.0,1.0,252,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,116.0,0.0,1.0,0.0,0.0,0.0
5,128324.91096764662,1125,2006,1125,430,2,1125,185223.20977053,1.0,2007.0,1,2007,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,1.0,214512.41271653058,8536,0,1.0,64,213810.05460707544,0.0,1.0,1125,5,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0
7,186536.79187429376,3222,1990,1673,594,3,1699,239909.0510660367,1.0,1990.0,3,1990,0.0,11,0.0,1523,1.0,1.0,0.0,0.0,2,1.0,168130.415463841,12376,1470,1.0,0,175951.59962068568,0.0,1.0,203,5,0.0,0.0,0.0,0.0,1.0,367,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1456,2005,728,390,2,728,239909.0510660367,0.0,2005.0,2,2006,0.0,8,1.0,728,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,8461,0,0.0,24,213810.05460707544,1.0,1.0,728,5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0
6,212341.06662972306,988,1969,938,540,2,988,169814.79159017815,1.0,1969.0,1,1969,1.0,4,0.0,0,0.0,0.0,1.0,0.0,2,0.0,168130.415463841,21453,938,1.0,130,175951.59962068568,1.0,1.0,0,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
4,100558.22792898362,1123,1939,732,264,1,772,143355.16004825375,1.0,1979.0,1,1950,1.0,4,0.0,351,1.0,0.0,1.0,1.0,0,0.0,114722.62767119757,6060,0,1.0,0,108113.71678010846,0.0,0.0,732,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1080,1958,1080,288,1,1080,185223.20977053,1.0,1958.0,1,1958,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,9464,570,1.0,0,149450.79509063665,0.0,1.0,510,7,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,135.0,0.0,1.0,0.0,0.0,0.0
6,186536.79187429376,1199,1993,1199,530,2,1199,200733.55595135537,0.0,1993.0,2,1993,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,1.0,168130.415463841,7892,300,0.0,63,175951.59962068568,1.0,1.0,899,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1586,1979,1362,435,2,1586,185223.20977053,1.0,1979.0,2,1998,1.0,7,0.0,0,0.0,0.0,0.0,0.0,1,1.0,167674.37296794492,17043,0,1.0,0,163093.5197072826,0.0,1.0,1362,5,0.0,0.0,0.0,1.0,0.0,192,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,100558.22792898362,754,1935,520,0,0,520,129953.18142245663,1.0,0.0,1,1982,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,6780,490,0.0,0,149871.79960697473,0.0,0.0,30,8,0.0,0.0,0.0,0.0,1.0,53,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,143525.66075632506,958,1976,1078,440,2,958,200733.55595135537,1.0,1977.0,2,1976,1.0,5,0.0,0,0.0,0.0,0.0,0.0,1,1.0,168130.415463841,4928,120,0.0,205,175951.59962068568,0.0,1.0,958,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
5,128318.41942542572,840,1930,672,0,0,840,109777.54745558939,1.0,0.0,1,1950,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,4388,116,0.0,0,150886.18621977826,1.0,0.0,556,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,145878.23747317135,1348,1966,660,453,2,660,239909.0510660367,1.0,1966.0,1,1966,1.0,6,0.0,688,0.0,0.0,1.0,0.0,1,0.0,214512.41271653058,7590,512,0.0,108,213810.05460707544,0.0,1.0,148,5,0.0,0.0,0.0,1.0,0.0,188,0.0,1.0,0.0,0.0,1,266.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1053,1958,1008,750,2,1053,185223.20977053,1.0,1998.0,1,1991,0.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,8973,567,0.0,80,175951.59962068568,0.0,0.0,413,7,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1,85.0,1.0,1.0,0.0,0.0,0.0
7,145878.23747317135,2157,1966,924,487,2,1216,239909.0510660367,1.0,1966.0,2,1966,0.0,8,0.0,941,0.0,1.0,1.0,0.0,2,0.0,149832.2365964435,14200,445,0.0,66,149450.79509063665,1.0,1.0,479,6,1.0,0.0,0.0,0.0,0.0,105,0.0,1.0,0.0,1.0,1,309.0,0.0,1.0,0.0,0.0,0.0
6,192824.3949363408,2054,2000,992,390,2,1022,239909.0510660367,0.0,2000.0,2,2000,0.0,7,1.0,1032,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,12224,695,0.0,48,213810.05460707544,1.0,0.0,297,5,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0,0.0,0.0,1,40.0,1.0,0.0,0.0,0.0,0.0
5,145878.23747317135,1327,1959,1063,624,2,1327,185223.20977053,1.0,1974.0,1,2002,0.0,7,0.0,0,0.0,1.0,1.0,1.0,0,0.0,149832.2365964435,7388,405,1.0,0,149450.79509063665,0.0,0.0,658,6,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,243927.12577844597,1296,2001,1267,471,2,1296,185223.20977053,0.0,2001.0,2,2002,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,0.0,214512.41271653058,6853,1005,0.0,25,213810.05460707544,1.0,1.0,262,5,1.0,1.0,0.0,0.0,1.0,192,0.0,0.0,0.0,0.0,0,136.0,0.0,0.0,0.0,0.0,0.0
5,136912.1034900026,1721,1968,1461,440,2,1721,185223.20977053,1.0,1968.0,2,1993,1.0,7,0.0,0,0.0,0.0,1.0,0.0,1,0.0,168130.415463841,10335,570,0.0,96,175951.59962068568,0.0,1.0,891,6,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
7,189027.88359232503,1682,1970,1304,530,2,1682,185223.20977053,1.0,1970.0,2,1970,1.0,7,0.0,0,1.0,0.0,1.0,0.0,1,0.0,168130.415463841,10400,0,1.0,0,175951.59962068568,0.0,1.0,1304,6,0.0,0.0,0.0,0.0,0.0,98,0.0,0.0,0.0,1.0,0,288.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1214,1967,1214,318,1,1214,185223.20977053,1.0,1967.0,2,1967,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,0.0,149832.2365964435,10355,695,0.0,111,149450.79509063665,0.0,1.0,519,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,196.0,1.0,0.0,0.0,0.0,0.0
7,156370.3674584998,1959,1988,1907,766,3,1959,133722.64519076995,1.0,1989.0,3,1989,1.0,9,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,11070,0,1.0,0,213810.05460707544,0.0,0.0,1907,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,70.0,0.0,1.0,0.0,0.0,0.0
8,197943.08974006787,1852,1999,1004,660,3,1004,239909.0510660367,0.0,1999.0,2,2000,0.0,7,1.0,848,1.0,1.0,0.0,0.0,2,1.0,214512.41271653058,9066,668,0.0,106,213810.05460707544,1.0,1.0,336,5,1.0,0.0,0.0,0.0,1.0,224,0.0,0.0,0.0,0.0,1,320.0,0.0,0.0,0.0,0.0,0.0
6,197943.08974006787,1764,1997,928,470,2,928,239909.0510660367,1.0,1997.0,2,1997,0.0,7,0.0,836,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,15426,821,0.0,99,213810.05460707544,1.0,1.0,107,5,0.0,0.0,0.0,0.0,1.0,276,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
4,145878.23747317135,864,1971,864,0,0,864,185223.20977053,1.0,0.0,1,1971,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,0.0,167674.37296794492,10500,432,0.0,0,163093.5197072826,0.0,0.0,432,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1734,2005,1734,660,2,1734,185223.20977053,0.0,2005.0,2,2005,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,11645,1300,0.0,24,213810.05460707544,1.0,1.0,434,5,1.0,0.0,0.0,0.0,1.0,160,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1385,1952,910,720,2,910,143355.16004825375,1.0,2000.0,2,1952,1.0,6,0.0,475,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,8520,507,1.0,0,194518.646991199,0.0,0.0,403,4,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1501,1999,1490,577,2,1501,185223.20977053,0.0,1999.0,2,1999,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,10335,679,0.0,29,213810.05460707544,1.0,1.0,811,5,0.0,0.0,0.0,0.0,1.0,144,0.0,0.0,0.0,0.0,0,183.0,1.0,0.0,0.0,0.0,0.0
